Checkpoint,reference_2019_09_01,reference_2019_09_02,reference_2019_09_03,reference_2019_09_04,reference_2019_09_05,reference_2019_09_06,reference_2019_09_07,reference_2019_09_08,reference_2019_09_09,reference_2019_09_10,reference_2019_09_11,reference_2019_09_12,reference_2019_09_13,reference_2019_09_14,reference_2019_09_15,reference_2019_09_16,reference_2019_09_17,reference_2019_09_18,reference_2019_09_19,reference_2019_09_20,reference_2019_09_21,reference_2019_09_22,reference_2019_09_23,reference_2019_09_24,reference_2019_09_25,reference_2021_09_01,reference_2021_09_02,reference_2021_09_03,reference_2021_09_04,reference_2021_09_05,reference_2021_09_06,reference_2021_09_07,reference_2021_09_08,reference_2021_09_09,reference_2021_09_10,reference_2021_09_11,reference_2021_09_12,reference_2021_09_13,reference_2021_09_14,reference_2021_09_15,reference_2021_09_16,reference_2021_09_17,reference_2021_09_18,reference_2021_09_19,reference_2021_09_20,reference_2021_09_21,reference_2021_09_22,reference_2021_09_23,reference_2021_09_24,reference_2021_09_25,reference_2022_09_01,reference_2022_09_02,reference_2022_09_03,reference_2022_09_04,reference_2022_09_05,reference_2022_09_06,reference_2022_09_07,reference_2022_09_08,reference_2022_09_09,reference_2022_09_10,reference_2022_09_11,reference_2022_09_12,reference_2022_09_13,reference_2022_09_14,reference_2022_09_15,reference_2022_09_16,reference_2022_09_17,reference_2022_09_18,reference_2022_09_19,reference_2022_09_20,reference_2022_09_21,reference_2022_09_22,reference_2022_09_23,min_msl_Ian,reference_2022_09_25
57,1.793203125,14.761875,15.605234375,15.72,17.302265625,10.94828125,3.563046875,1.288125,3.3928125,8.388828125,16.5753125,21.08546875,0.396328125,7.827578125,0.357421875,5.8,24.354140625,2.888359375,0.280625,0.89375,2.919375,1.682109375,2.23390625,3.728203125,3.873046875,4.08453125,1.54984375,1.559453125,3.5653125,5.427421875,1.300546875,3.323828125,12.82015625,4.597890625,0.54296875,2.769453125,3.068671875,0.353359375,0.446484375,1.290390625,3.762265625,1.47109375,4.549453125,3.155859375,1.1478125,0.477109375,1.056015625,3.461015625,1.25359375,0.344140625,2.550625,2.9359375,2.72046875,8.289375,5.505,0.298671875,1.947265625,1.705390625,5.12203125,5.554375,2.306015625,0.54359375,0.58484375,0.88953125,1.168359375,6.45546875,10.147890625,7.912578125,0.104765625,0.32875,7.023125,0.54921875,24.8996875,33.587734375,23.22890625
58,5.28796875,17.9684375,14.8990625,14.579609375,11.91765625,9.47046875,2.64078125,0.83,3.3015625,7.78,15.60921875,21.388046875,0.2203125,6.79796875,0.408046875,4.97578125,40.46203125,11.575546875,0.362890625,0.421484375,2.603515625,1.16640625,3.66890625,3.76046875,4.79953125,4.291640625,2.555859375,0.9721875,3.816875,5.454296875,1.520625,3.391015625,7.609921875,4.426015625,1.516875,4.508125,3.21484375,0.2871875,1.161171875,2.23765625,3.62078125,2.518203125,3.802109375,2.659296875,0.747578125,0.037109375,1.103671875,3.54765625,1.0409375,0.236953125,2.95,3.484296875,1.8746875,7.88734375,4.8278125,0.130078125,1.516328125,1.636796875,5.465234375,7.395078125,2.716640625,0.081796875,0.6971875,1.114453125,0.82765625,6.190625,9.965,7.965859375,0.756953125,2.245546875,6.894140625,0.926015625,24.683046875,28.002578125,22.801328125
59,4.345703125,9.0303125,10.76109375,11.090859375,16.911875,10.968203125,3.461484375,1.411953125,2.69203125,7.82921875,15.801328125,20.673671875,0.25875,6.989921875,0.0271875,6.869375,39.360390625,4.061328125,0.12484375,0.78890625,2.518203125,1.299921875,2.073046875,3.389921875,4.335859375,4.3428125,1.83203125,1.085703125,3.57515625,4.97171875,1.556875,2.667890625,3.442578125,4.819921875,1.3340625,5.298125,3.840546875,0.821875,0.03546875,1.4746875,3.286171875,2.040546875,3.841171875,2.932421875,1.218046875,0.463359375,1.691796875,3.86890625,0.54671875,0.186796875,3.09109375,3.26625,2.06546875,7.849609375,5.00953125,0.303359375,0.881484375,1.68671875,5.712109375,6.617578125,2.320078125,0.260625,0.3296875,0.447734375,1.610703125,6.70078125,10.428125,8.428828125,0.595703125,0.8646875,3.8509375,3.4775,24.564140625,22.800234375,23.161171875
60,2.37,10.60359375,11.94453125,13.696640625,13.56921875,10.14734375,3.8753125,1.9553125,2.6959375,8.015703125,15.514453125,21.35875,0.752734375,5.041796875,1.090078125,5.1046875,16.6615625,2.32640625,0.095546875,0.198046875,2.834765625,1.41859375,1.99234375,3.464921875,5.23453125,6.0634375,3.08546875,0.27453125,3.04671875,4.59203125,2.288125,3.4746875,8.961875,5.53921875,2.083359375,4.259375,3.085390625,0.393203125,1.038046875,2.36265625,3.814140625,2.601171875,3.340078125,2.604609375,0.967578125,0.05171875,1.19921875,3.708046875,1.346796875,0.22484375,3.424296875,3.740859375,1.403828125,7.687578125,5.006796875,0.473828125,1.99890625,2.161953125,5.832890625,7.42625,3.196953125,0.824375,1.54625,1.33640625,0.510859375,5.616171875,9.519765625,7.705,0.8103125,1.24453125,4.64390625,3.20109375,25.3221875,23.729140625,22.826953125
61,0.162421875,13.653125,12.8325,14.13265625,18.7690625,11.6146875,4.24453125,1.9221875,2.8615625,8.204140625,16.053359375,21.17375,0.03875,6.421875,1.0840625,7.665390625,44.532734375,4.817109375,0.117578125,0.63703125,2.6896875,0.7721875,2.44890625,3.8478125,4.158359375,6.11640625,3.555625,0.17828125,2.976171875,4.833515625,1.46453125,3.121171875,5.533359375,4.812109375,1.43609375,4.4184375,3.5384375,0.242734375,0.556640625,2.170078125,3.74,2.534296875,3.870625,2.941640625,0.981640625,0.260390625,0.995,3.457734375,0.79140625,0.085859375,2.757265625,3.552265625,2.136640625,7.8665625,4.96265625,0.0184375,1.770703125,2.064140625,5.506953125,6.208984375,2.22984375,0.255390625,0.862109375,1.03765625,0.94890625,5.99859375,10.24890625,8.378984375,0.449609375,0.8671875,5.74,2.14890625,24.67484375,25.280625,22.88265625
62,2.393125,9.990234375,11.45421875,16.356015625,18.766953125,10.80078125,3.3046875,1.157109375,2.838203125,7.986640625,15.367734375,20.1375,0.757890625,7.83703125,0.82,7.82765625,23.246953125,4.4365625,0.075859375,0.706953125,3.332890625,1.58203125,1.05296875,2.88265625,4.756875,4.326171875,1.96453125,0.753359375,3.439296875,5.01265625,2.013828125,3.490390625,7.245078125,5.3321875,1.510859375,4.88671875,3.60046875,0.000703125,0.5871875,2.16359375,3.640078125,2.2934375,3.693359375,2.860234375,0.9415625,0.377265625,1.108125,3.768515625,1.1428125,0.155390625,3.09359375,3.707421875,1.6959375,8.02875,5.037421875,0.043828125,1.5640625,2.183046875,5.690625,6.963203125,3.14546875,0.71296875,0.556171875,1.026875,1.057734375,6.248359375,10.142109375,7.98375,0.524765625,1.324140625,5.52046875,2.0453125,24.678515625,26.87984375,22.8971875
63,0.173359375,13.48390625,14.32515625,13.9590625,11.8053125,10.455703125,3.171953125,0.836796875,3.228671875,8.280703125,15.9496875,20.4009375,0.592890625,7.61609375,0.180859375,5.75578125,41.269765625,9.0521875,0.0371875,0.499609375,2.74078125,0.5928125,1.69125,3.230859375,4.302265625,5.3628125,2.50828125,1.04109375,3.5375,5.27421875,1.647578125,3.796953125,8.265234375,4.928828125,1.445625,4.04953125,3.535546875,0.495234375,1.080625,2.165703125,3.70390625,2.154921875,3.99421875,2.969453125,0.803125,0.068359375,1.503984375,3.493828125,0.479296875,0.11046875,3.352109375,3.707421875,1.41265625,7.885,4.89515625,0.08734375,1.516796875,2.28609375,5.384453125,5.99,2.47796875,0.391171875,0.479296875,0.818671875,0.965390625,6.07390625,9.842265625,7.8203125,0.806796875,1.112890625,5.912265625,1.413359375,24.7740625,27.09015625,22.89296875
64,1.09015625,12.3290625,12.477421875,11.861875,15.183125,9.8959375,3.240390625,1.31703125,2.716015625,8.013046875,15.901484375,21.14859375,0.287109375,6.622890625,0.073046875,5.521875,37.73875,6.818828125,0.380390625,0.394765625,2.545234375,0.886875,1.970859375,3.581875,3.794375,5.320078125,2.254140625,0.672578125,3.229375,5.1696875,1.612578125,3.2690625,6.2815625,5.0134375,1.6346875,4.50640625,3.384296875,0.296640625,0.808671875,2.000234375,3.543515625,2.086015625,4.17015625,2.895078125,1.054140625,0.477265625,1.650625,3.69,0.511640625,0.24015625,3.093203125,3.815234375,1.7315625,7.992890625,4.90234375,0.380625,2.02203125,2.22015625,5.591875,6.253203125,2.30578125,0.24140625,0.608671875,0.8878125,1.0640625,6.1859375,10.19890625,8.3728125,0.458359375,1.05734375,5.86515625,0.65609375,23.997265625,30.08359375,22.97453125
65,1.760703125,14.708515625,13.71421875,14.01734375,18.31484375,12.0253125,3.439375,1.18390625,3.0784375,7.912578125,15.46453125,20.10515625,0.229921875,6.83515625,1.348046875,8.055546875,22.594765625,4.537890625,0.352109375,0.19015625,2.514375,1.193984375,2.131953125,3.7859375,4.461484375,5.8040625,2.32375,0.515234375,3.20109375,5.0115625,1.476640625,4.157734375,9.8128125,5.034921875,1.715234375,3.662421875,2.6803125,0.933046875,1.399375,2.613515625,3.96171875,2.72234375,3.480703125,2.475078125,0.656484375,0.12875,1.1971875,3.684921875,0.84328125,0.256171875,3.148203125,4.2446875,0.876953125,7.443046875,4.6659375,0.30265625,1.65328125,2.081796875,5.880390625,6.96140625,2.9671875,0.562578125,1.474921875,1.412421875,0.443125,5.565703125,9.60640625,7.541640625,0.763125,1.2415625,4.690546875,2.699765625,24.848125,30.416171875,22.76625
66,1.505234375,13.255859375,12.73453125,12.378984375,15.0109375,10.68828125,2.981484375,0.814296875,3.360078125,8.40265625,16.043203125,21.0934375,0.31859375,6.23140625,0.16734375,5.99921875,39.80515625,7.47203125,0.08203125,0.68765625,3.036796875,1.517109375,1.19375,2.87421875,4.004375,4.686875,1.88453125,1.13875,3.320703125,5.432265625,1.15921875,3.226015625,6.87234375,4.549765625,1.18,4.38546875,3.814609375,0.03015625,0.49203125,2.08265625,3.40328125,1.9640625,4.2965625,3.19671875,1.201171875,0.466015625,1.09671875,3.578828125,0.720078125,0.056875,2.60296875,3.509609375,1.7996875,8.12359375,4.970859375,0.216484375,1.574453125,2.236328125,5.3725,7.0528125,2.579375,0.032109375,0.274609375,0.792734375,1.101640625,6.4053125,10.158203125,8.057421875,0.509765625,0.960625,5.351328125,2.03484375,25.095859375,27.24359375,23.143125
67,1.07484375,13.03234375,12.358203125,14.9496875,14.9459375,10.07,3.204765625,1.14328125,3.083359375,8.29859375,15.825390625,20.5759375,0.002578125,6.525625,0.485078125,7.286171875,39.389921875,7.1825,0.009921875,0.51359375,2.721484375,1.1234375,2.26375,3.21140625,4.2509375,5.08109375,2.37640625,0.902265625,3.425546875,5.410859375,1.351796875,3.243671875,6.4134375,4.715703125,1.423984375,4.882109375,3.76890625,0.107421875,0.648984375,2.0715625,3.58796875,2.18890625,4.008515625,2.97875,1.098515625,0.466875,1.325078125,3.612578125,0.66953125,0.252734375,2.9240625,3.538515625,1.667734375,8.067890625,4.978046875,0.014609375,1.6215625,2.22203125,5.386640625,6.733828125,2.388125,0.022890625,0.55375,0.859609375,0.966171875,6.245,10.108125,8.14234375,0.399609375,0.937265625,5.61265625,2.18671875,25.174765625,28.166875,23.056796875
68,0.59765625,12.128359375,12.06,13.537578125,15.9353125,10.166640625,3.3490625,1.15,2.97421875,8.150859375,15.89296875,21.047890625,0.19171875,6.294765625,0.47890625,6.618828125,28.571640625,5.16796875,0.011171875,0.5,2.740859375,1.447421875,1.52,3.106796875,4.068515625,4.958125,2.19734375,0.988125,3.549296875,5.356640625,1.4521875,3.010703125,6.1115625,4.7271875,1.030546875,4.59984375,3.741015625,0.00828125,0.528828125,1.905078125,3.458046875,2.167734375,3.933046875,2.9328125,1.033671875,0.4865625,1.1646875,3.61421875,0.64796875,0.029296875,2.831015625,3.60078125,1.707265625,8.089375,5.05671875,0.05875,1.48203125,1.852578125,5.504765625,6.911171875,2.668984375,0.166796875,0.65671875,0.8946875,1.005703125,6.1621875,9.978203125,8.109140625,0.452265625,0.734765625,5.021640625,2.284609375,24.996015625,28.312265625,23.089453125
69,0.927265625,11.523046875,12.17828125,12.830859375,14.702421875,9.868046875,3.233515625,1.02796875,3.020703125,8.238515625,15.986875,21.083046875,0.03390625,6.613203125,0.51890625,6.24546875,30.0440625,4.415078125,0.18609375,0.753203125,2.96765625,1.445,1.533515625,2.9803125,3.996640625,5.032890625,2.148515625,1.076171875,3.586875,5.209921875,1.515703125,3.043828125,6.203671875,4.702890625,1.153359375,4.393359375,3.67359375,0.0221875,0.558046875,1.97578125,3.48421875,2.207109375,3.826328125,2.890390625,1.02875,0.47484375,1.170078125,3.521640625,0.47609375,0.008515625,2.748203125,3.504921875,1.691953125,8.066796875,5.052265625,0.02359375,1.498203125,1.741015625,5.393828125,6.73984375,2.4959375,0.05125,0.56578125,0.861953125,1.0053125,6.15640625,10.022734375,8.132421875,0.437734375,0.68375,4.991328125,2.448046875,24.781953125,28.559375,23.102578125
70,0.373515625,11.70953125,12.181328125,12.39015625,14.42625,9.746953125,3.255703125,1.04265625,2.939921875,8.180234375,15.92125,21.033046875,0.17109375,6.712265625,0.425859375,6.361171875,33.360703125,5.032265625,0.08015625,0.6434375,2.855859375,1.353203125,1.536953125,3.02921875,4.0440625,4.997109375,2.22140625,1.052421875,3.556875,5.25078125,1.5046875,2.984296875,5.95703125,4.62453125,1.160234375,4.348984375,3.67109375,0.0478125,0.598125,2.012421875,3.523515625,2.18578125,3.8753125,2.89296875,1.000625,0.45625,1.182578125,3.57015625,0.495859375,0.046484375,2.70859375,3.5528125,1.71625,8.046015625,4.988125,0.054453125,1.486484375,1.786171875,5.455546875,6.725703125,2.518203125,0.0075,0.616015625,0.848125,1.036484375,6.220546875,10.033984375,8.132421875,0.444375,0.76296875,5.403359375,2.1821875,24.85578125,28.83671875,23.080234375
71,1.06140625,20.3084375,20.39359375,17.734921875,8.84078125,8.819140625,2.5128125,0.19828125,4.322890625,8.637109375,16.242265625,21.93765625,0.912109375,3.968125,2.260234375,10.1121875,35.8996875,7.92875,0.029296875,0.93859375,3.041953125,1.335390625,1.01375,3.1875,5.25265625,4.4525,2.186875,0.889375,3.366484375,5.4503125,0.86,2.055390625,6.33109375,4.05265625,0.592421875,5.46421875,4.1246875,0.051796875,0.927578125,2.383984375,3.655078125,2.13828125,3.719296875,2.56671875,0.94203125,0.291328125,0.31203125,2.738125,0.360546875,1.005625,3.3321875,3.2184375,2.584296875,8.175625,5.43828125,0.105859375,1.43421875,1.27765625,5.096484375,6.8684375,2.26609375,0.483125,0.9425,0.360703125,1.234921875,6.448203125,10.211875,8.45125,0.067734375,0.126328125,4.14453125,1.805546875,24.576484375,18.677109375,23.62390625
72,2.080078125,19.666875,21.653671875,21.776875,11.9771875,9.258828125,3.031796875,0.85609375,3.46546875,8.44125,16.3028125,21.36453125,0.11203125,5.184453125,0.938984375,15.50921875,42.853203125,19.702265625,0.640234375,0.424296875,1.602109375,0.929453125,2.268359375,4.469609375,5.181484375,5.40703125,2.260078125,0.451171875,2.862890625,4.720703125,1.376171875,2.70734375,4.755,4.744140625,1.3775,2.115546875,2.257265625,1.275078125,1.464375,2.856171875,4.07953125,2.135390625,4.376328125,2.5096875,0.6759375,0.157578125,0.851796875,3.165390625,1.387109375,0.66765625,2.463203125,3.587578125,1.008203125,7.0340625,4.606015625,0.400703125,1.67765625,2.198984375,6.29625,8.453359375,2.80703125,0.3265625,0.855078125,1.559765625,0.248828125,5.473828125,9.298671875,7.31359375,0.624609375,1.59609375,5.668125,0.59296875,24.1259375,22.552265625,22.560234375
73,6.82265625,14.667734375,16.593828125,15.891875,9.80015625,9.636015625,3.076640625,1.01078125,3.20109375,8.35328125,15.783125,20.09109375,0.0603125,4.443984375,1.460703125,13.903046875,36.664140625,7.02875,0.084296875,0.361171875,2.3428125,1.36421875,2.060078125,4.63421875,4.894140625,4.3078125,1.76375,0.58875,3.504765625,5.38125,1.34265625,2.849296875,7.65921875,4.963984375,1.946015625,4.982890625,3.49484375,0.231640625,0.8971875,2.27359375,4.024375,2.530234375,3.81859375,2.799765625,1.221640625,0.500546875,0.88328125,3.40765625,0.81046875,0.05875,2.895546875,3.825234375,1.3925,7.431171875,4.820625,0.241796875,1.388203125,1.8034375,6.074453125,7.196484375,3.264375,1.073984375,1.263671875,0.809921875,0.698671875,5.9975,9.44984375,7.688984375,0.37421875,1.135234375,2.26953125,3.17875,25.01296875,20.7740625,23.183125
74,0.720625,19.91671875,21.72609375,16.22609375,6.2646875,7.69046875,3.346640625,1.133671875,3.325234375,9.36375,16.765234375,24.634921875,6.94375,4.20140625,3.892578125,1.63375,22.660703125,20.52890625,1.420546875,0.884765625,3.6803125,3.86125,0.1415625,3.1715625,6.223125,3.692734375,1.570859375,0.46515625,3.914375,5.82265625,0.32109375,3.123203125,4.408046875,5.848125,0.46578125,4.765546875,3.87453125,2.7475,1.619140625,0.644609375,2.403203125,0.876796875,4.488828125,3.0253125,1.96,0.978203125,0.6696875,2.349140625,0.068203125,0.2953125,0.85046875,0.557734375,5.63515625,9.052265625,6.106953125,0.224140625,0.944453125,0.903828125,4.05921875,5.21375,1.149296875,0.0828125,0.038828125,0.8790625,0.911484375,6.583671875,10.562109375,8.236328125,0.686171875,0.884296875,4.858984375,0.515,23.66625,27.491171875,23.869453125
75,2.376015625,12.1715625,15.435078125,14.4203125,9.226796875,8.052734375,3.018671875,0.588515625,3.311796875,8.8559375,15.93953125,20.611171875,0.185546875,4.73296875,0.832421875,9.085234375,35.474375,37.879453125,0.071640625,1.16171875,3.38671875,2.555703125,1.011640625,4.491953125,6.643984375,5.386640625,2.92046875,0.4509375,3.360078125,4.65765625,1.1190625,2.52703125,5.6046875,4.931171875,1.76125,4.733359375,4.297421875,0.23625,0.634453125,1.84953125,3.08875,1.556328125,4.1340625,3.1784375,1.474296875,0.718203125,1.070703125,2.8965625,0.098125,0.49515625,2.524921875,2.729375,2.882578125,8.03640625,5.251953125,0.2959375,1.055,1.7540625,5.61265625,8.681640625,2.74515625,0.5840625,0.49,0.93140625,0.664296875,6.358515625,10.118125,8.18859375,0.094296875,0.127265625,4.971875,1.00453125,24.456328125,26.25,23.449375
76,2.871953125,17.36359375,23.25203125,25.139453125,19.830390625,12.851484375,2.964921875,0.733515625,3.6178125,8.409609375,16.11296875,21.598515625,0.559609375,3.60640625,0.959140625,10.985,15.133515625,1.4675,0.66671875,1.5425,3.430625,2.591796875,1.0875,3.17125,4.460546875,7.0959375,2.42,0.640234375,3.419140625,4.389375,1.296640625,3.335625,7.5471875,5.2903125,1.204765625,4.891484375,4.2540625,0.463046875,0.431171875,2.269453125,6.209921875,3.46890625,3.87609375,3.20953125,1.29859375,0.2653125,0.367890625,3.653984375,0.8196875,0.3075,3.6171875,3.685703125,1.37796875,7.629921875,5.02234375,0.21765625,1.623671875,2.618828125,5.72640625,7.161640625,3.111796875,0.678125,2.3278125,0.736796875,1.270390625,6.332421875,9.860078125,7.825859375,0.2034375,0.745390625,2.26171875,3.66875,26.123046875,22.7225,23.4959375
77,0.559609375,13.555703125,18.03921875,16.696953125,11.49171875,9.566953125,3.173671875,0.88546875,3.02296875,8.12296875,15.85703125,22.26515625,1.658203125,4.21921875,0.34609375,7.95015625,37.97328125,24.9159375,0.6240625,0.95078125,2.95546875,1.933046875,1.520078125,3.25765625,3.6009375,5.00296875,3.865078125,0.51609375,3.394765625,5.212578125,1.89578125,3.033828125,4.1415625,4.718125,2.25734375,4.479609375,3.64328125,0.425390625,0.567734375,2.3528125,3.75515625,2.078671875,3.964140625,2.926171875,1.072734375,0.07171875,1.12546875,2.721953125,0.0846875,0.1353125,2.540625,3.25484375,1.737265625,7.564921875,4.6453125,0.004921875,1.63296875,1.48328125,5.619609375,7.5284375,2.031875,0.269765625,0.633828125,0.438984375,1.56328125,6.977109375,10.06359375,8.01359375,0.671484375,0.899765625,5.895859375,1.549765625,25.329453125,19.275703125,23.00421875
78,4.378828125,19.96875,23.64375,19.746328125,15.21375,10.85015625,3.7515625,0.908828125,3.53296875,8.418203125,15.775859375,21.108984375,1.35421875,3.391328125,0.259921875,8.041015625,30.37546875,8.32671875,0.397890625,0.509921875,2.654921875,1.414921875,1.494140625,4.28984375,5.51328125,5.6809375,2.2425,0.55984375,3.18578125,5.04015625,1.68421875,3.141328125,10.559296875,5.74390625,1.337421875,4.840625,2.579140625,1.430390625,1.130234375,2.665546875,4.31109375,2.75875,3.321328125,2.812890625,1.2053125,0.682109375,0.683203125,2.98140625,0.6884375,0.13421875,2.923125,3.511328125,1.681875,7.852421875,5.338828125,0.14359375,0.86203125,1.91875,5.85875,7.666953125,2.7065625,1.023359375,1.14375,0.5578125,1.023203125,6.4834375,10.205078125,8.248671875,0.1046875,0.901328125,5.3371875,0.700234375,24.242890625,20.783359375,23.01234375
79,4.88328125,12.136640625,15.46359375,13.561171875,8.67125,8.90515625,2.909765625,0.869609375,3.69921875,8.787421875,15.9796875,22.316171875,2.886015625,2.241171875,0.983671875,5.868203125,33.715,9.473359375,0.159609375,0.85796875,2.923203125,1.9328125,1.747265625,3.631171875,4.956875,4.592578125,3.876171875,0.9671875,3.8571875,5.7003125,1.12984375,2.62125,4.38078125,3.77359375,0.902421875,5.24921875,3.62046875,0.288203125,0.330625,2.03625,3.469765625,1.7078125,4.195546875,3.219140625,1.27359375,0.446171875,0.741328125,2.856484375,0.194375,0.145390625,1.98671875,2.916953125,2.73046875,8.3134375,4.9021875,0.187734375,1.222265625,2.0096875,5.032421875,6.33515625,1.59125,0.054140625,0.433828125,0.459765625,1.215390625,6.71671875,10.206875,8.1928125,0.461796875,1.1603125,6.4346875,0.094296875,24.885234375,17.2034375,23.426796875
80,1.111875,16.559140625,20.429140625,17.133984375,13.3884375,9.1309375,4.42828125,1.5596875,2.9021875,8.21484375,15.64078125,21.775,1.77328125,2.116015625,0.31875,12.887890625,37.340234375,9.1871875,0.162109375,0.486328125,2.8446875,2.855,0.91390625,3.460546875,6.0053125,4.0696875,3.319375,0.024609375,2.938515625,4.998046875,1.7703125,3.275859375,6.683046875,4.98921875,1.3234375,4.67703125,3.125,0.82828125,1.204453125,2.45109375,3.991640625,2.794765625,3.449296875,2.420546875,0.474609375,0.002734375,1.321640625,3.73640625,1.1840625,0.231640625,2.683359375,3.90078125,1.23578125,7.32515625,4.921875,0.36453125,1.767734375,2.700078125,6.460703125,8.080546875,2.876015625,0.892578125,1.404375,0.928046875,0.643828125,6.126640625,9.775625,7.954296875,0.287578125,0.790703125,5.10671875,0.456015625,24.30046875,30.533125,22.721328125
81,2.3059375,15.79703125,21.2978125,18.724609375,12.0759375,10.095390625,3.67234375,1.855625,2.521796875,7.894375,15.5815625,21.745625,2.42375,3.098828125,0.455703125,9.543125,34.832265625,6.9075,0.538359375,0.206015625,2.134609375,0.888984375,2.060546875,4.1534375,5.50296875,5.813671875,3.545390625,0.10453125,3.058125,4.7184375,2.34203125,3.464921875,9.029765625,5.58671875,2.157265625,4.475234375,2.775078125,1.3415625,1.58015625,3.24109375,4.97140625,3.79484375,2.608984375,1.745078125,0.500390625,0.35015625,1.419609375,3.089609375,0.405546875,0.486015625,3.791484375,4.34890625,0.871015625,7.124140625,4.514609375,0.375078125,1.185078125,2.202734375,6.962890625,7.196640625,2.95890625,1.117421875,1.46078125,1.2215625,0.23015625,5.834921875,9.589296875,7.5540625,0.720859375,0.83328125,4.168671875,1.270234375,25.07234375,26.6709375,22.888671875
82,1.291640625,15.353203125,18.758359375,17.05109375,17.751015625,12.3678125,3.0040625,0.72390625,3.2328125,8.170625,15.636796875,21.07546875,0.82546875,3.710078125,0.94671875,7.026328125,27.911953125,5.0715625,0.253515625,0.35078125,2.09765625,1.3228125,1.776640625,3.435703125,5.2003125,5.44203125,2.736328125,0.14640625,2.84265625,4.7115625,1.543203125,4.016796875,10.8353125,5.300546875,1.5765625,3.9428125,1.724140625,2.01046875,1.905859375,3.28453125,4.503125,3.015703125,3.435,2.448203125,0.64046875,0.35640625,1.03734375,3.153359375,0.59703125,0.309453125,2.8171875,3.933125,1.01859375,7.11640625,4.506640625,0.407578125,0.97640625,1.836640625,6.773046875,8.74203125,2.9965625,0.586875,0.7275,1.320546875,0.111953125,5.319921875,9.191171875,7.076015625,1.00359375,1.602578125,4.9715625,1.225625,25.2171875,24.476328125,22.915859375
83,1.063125,18.673515625,19.3696875,16.70046875,15.846953125,10.3384375,3.37484375,0.775390625,3.4353125,8.3496875,15.843125,21.7221875,1.42953125,3.89046875,0.2059375,10.3059375,35.8075,13.794140625,0.060546875,0.6478125,2.640390625,2.091328125,1.317734375,3.96296875,5.188203125,5.35359375,3.068671875,0.54140625,3.312421875,5.270390625,2.0159375,3.203203125,5.9646875,4.849453125,1.578203125,4.754140625,3.328984375,0.8121875,1.483203125,2.834921875,4.322109375,2.825234375,3.607421875,2.638046875,0.778125,0.022109375,0.80140625,2.77609375,0.410546875,0.40796875,2.7553125,3.645859375,1.7953125,7.67203125,5.082734375,0.163828125,1.134609375,2.42390625,5.89015625,7.54453125,2.386875,0.261015625,0.4734375,0.7296875,0.62546875,6.163046875,9.92109375,8.156953125,0.191796875,0.9134375,4.544765625,0.583203125,24.3190625,26.155078125,23.077734375
84,1.146484375,16.75046875,17.357734375,14.2503125,9.45109375,9.0265625,3.183671875,0.924453125,3.491171875,8.731328125,16.134296875,22.27265625,2.67296875,1.90125,1.169453125,6.576328125,37.729140625,24.9115625,0.103203125,1.185,3.04703125,2.117890625,1.564453125,4.30875,5.271640625,5.194921875,2.52421875,0.9196875,3.784375,5.6403125,1.58953125,2.76234375,4.82296875,4.505234375,0.8921875,5.546328125,4.142421875,0.260546875,0.468046875,2.042109375,3.635,1.989453125,4.24515625,3.33296875,1.36203125,0.456171875,0.990625,2.77890625,0.29515625,0.19765625,2.420078125,3.06421875,2.297109375,8.064765625,5.065390625,0.038125,1.363125,2.3828125,5.632421875,6.490546875,1.913671875,0.047578125,0.085546875,0.269453125,1.061796875,6.6875,10.161484375,8.382890625,0.0525,1.012890625,5.816484375,0.399921875,25.127890625,24.06515625,23.36125
85,4.79625,20.009921875,22.29109375,19.9328125,12.94203125,9.663203125,3.479296875,1.12203125,3.310390625,8.7765625,16.178203125,21.584453125,1.692109375,3.1434375,0.55,10.454140625,37.244609375,14.239375,0.02640625,0.961484375,2.52,1.869140625,1.45875,3.72953125,5.23171875,5.195625,3.34171875,0.5471875,3.444921875,5.4509375,1.921953125,3.085859375,6.533046875,4.78953125,1.455390625,5.096953125,3.595390625,0.49265625,0.97046875,2.1925,4.04734375,2.494765625,3.83046875,2.77109375,1.129609375,0.337890625,0.913984375,2.731171875,0.8046875,0.195078125,2.560546875,3.511796875,1.44046875,7.451875,4.9696875,0.048671875,1.015390625,2.31875,6.454921875,8.17203125,2.558984375,0.404609375,0.22609375,0.575703125,0.720625,6.144921875,9.734609375,7.73921875,0.424453125,1.04484375,5.05984375,1.195234375,24.870625,26.31484375,23.22375
86,2.924375,19.36671875,21.696171875,18.525859375,13.64359375,10.457265625,3.80796875,1.23734375,3.28578125,8.666328125,16.3396875,22.06734375,1.88953125,3.18265625,1.096484375,12.395234375,38.96109375,7.617265625,0.08671875,1.0878125,2.992734375,1.679765625,1.6240625,3.99484375,5.157734375,5.040078125,3.1509375,0.727578125,3.6546875,5.45015625,1.773984375,2.819609375,5.566328125,5.005234375,1.706796875,5.10890625,3.86703125,0.016796875,0.751796875,2.47578125,4.096484375,2.437421875,3.86859375,3.073671875,1.1753125,0.445234375,1.012109375,3.006640625,0.41546875,0.089921875,2.6521875,3.356015625,2.0140625,7.871875,5.145859375,0.118671875,1.29578125,2.20875,6.14125,7.55078125,2.182421875,0.08,0.7740625,0.28296875,1.138359375,6.59296875,10.03796875,8.173359375,0.0771875,0.664453125,5.646328125,0.56203125,24.804921875,27.186015625,23.33703125
